create_date,sido_cd,max_ta,max_wbtemp,max_tafeel,max_ta_cluster,max_wbtemp_cluster,max_tafeel_cluster
2017-06-19,34,31.2,21.4,29.13,2,3,2
2017-06-19,32,32.3,20.8,29.21,2,3,2
2017-06-19,21,25.6,20.0,26.06,2,3,2
2017-06-19,24,34.0,22.0,31.37,1,3,2
2017-06-20,33,31.4,19.2,28.55,2,3,2
2017-06-20,37,30.5,21.6,28.66,2,3,2
2017-06-20,23,28.1,19.7,27.11,2,3,2
2017-06-21,31,32.1,20.6,29.2,2,3,2
2017-06-21,29,30.2,22.0,29.44,2,3,2
2017-06-21,36,29.5,23.5,29.23,2,3,2
2017-06-21,39,25.8,23.2,27.7,2,3,2
2017-06-21,38,31.0,22.7,29.05,2,3,2
2017-06-22,31,31.2,21.4,29.38,2,3,2
2017-06-22,36,29.4,24.9,30.31,2,1,2
2017-06-22,34,30.6,24.3,30.25,2,3,2
2017-06-22,38,31.9,23.6,30.06,2,3,2
2017-06-23,31,35.1,22.4,32.18,1,3,1
2017-06-23,35,32.7,25.0,32.39,2,1,1
2017-06-23,11,33.8,23.0,31.43,1,3,2
2017-06-23,25,34.2,22.6,31.17,1,3,2
2017-06-23,24,33.1,23.9,31.84,1,3,2
2017-06-23,26,28.4,22.3,28.55,2,3,2
2017-06-23,38,32.2,23.4,31.29,1,3,2
2017-06-24,34,30.4,22.4,29.33,2,3,2
2017-06-25,35,29.7,23.3,29.7,2,3,2
2017-06-25,36,28.1,24.0,29.36,2,3,2
2017-06-25,11,28.2,22.0,27.86,2,3,2
2017-06-25,38,29.3,23.7,29.29,2,3,2
2017-06-25,23,28.3,20.6,27.49,2,3,2
2017-06-26,33,29.4,21.4,28.06,2,3,2
2017-06-26,35,28.4,25.1,28.49,2,1,2
2017-06-26,23,28.5,21.7,28.43,2,3,2
2017-06-27,11,30.0,22.8,29.72,2,3,2
2017-06-28,31,31.2,23.1,30.0,1,3,1
2017-06-28,37,32.4,23.1,30.32,2,3,2
2017-06-28,36,29.4,25.4,30.02,2,1,2
2017-06-28,34,30.4,24.0,29.65,2,3,2
2017-06-29,31,31.0,22.6,30.22,2,3,2
2017-06-29,11,31.3,22.5,30.2,2,3,2
2017-06-29,25,30.9,23.7,30.6,2,3,2
2017-06-30,31,31.2,23.9,30.01,2,3,2
2017-06-30,37,34.5,24.4,32.86,1,3,1
2017-06-30,34,30.7,25.0,30.81,2,1,2
2017-06-30,32,32.7,22.9,30.61,1,3,2
2017-07-01,31,29.5,23.6,29.23,2,3,2
2017-07-01,38,31.4,26.2,32.26,2,1,1
2017-07-02,37,32.6,27.5,32.48,2,1,1
2017-07-02,38,29.6,26.9,31.29,2,1,2
2017-07-03,31,28.9,25.1,29.77,2,1,2
2017-07-04,31,32.3,25.8,31.99,1,1,1
2017-07-04,36,30.9,28.1,32.81,2,1,1
2017-07-04,39,32.3,27.6,33.28,1,1,1
2017-07-04,38,31.1,27.1,32.53,2,1,1
2017-07-04,23,28.2,24.9,29.58,2,1,2
2017-07-05,31,33.0,25.3,32.07,1,1,1
2017-07-05,33,33.2,24.6,31.08,1,3,2
2017-07-05,22,33.1,24.2,31.73,1,3,2
2017-07-05,35,32.2,29.3,33.6,1,1,1
2017-07-05,37,33.1,26.4,32.79,1,1,1
2017-07-05,36,32.7,29.2,33.35,2,1,1
2017-07-05,11,32.5,24.4,31.89,1,3,1
2017-07-05,34,31.4,27.2,32.71,2,1,1
2017-07-05,39,31.2,28.0,32.15,2,1,1
2017-07-05,25,32.2,25.6,32.36,1,1,1
2017-07-05,24,32.7,27.7,33.63,1,1,1
2017-07-05,38,32.9,26.8,33.44,1,1,1
2017-07-05,23,30.8,25.2,31.51,2,1,2
2017-07-06,31,34.2,26.1,32.8,1,2,3
2017-07-06,33,32.3,24.3,31.6,1,1,1
2017-07-06,36,29.2,26.9,30.78,2,1,2
2017-07-06,11,34.0,26.1,33.38,1,1,1
2017-07-06,34,31.7,27.9,33.27,1,1,1
2017-07-06,32,34.0,25.1,32.5,1,1,1
2017-07-06,25,31.7,26.4,32.59,2,1,1
2017-07-06,21,26.7,24.3,28.85,2,3,2
2017-07-06,26,28.3,25.3,30.19,2,1,2
2017-07-06,23,30.4,25.3,31.08,2,1,2
2017-07-07,31,28.9,26.1,30.78,2,1,2
2017-07-07,11,28.2,24.9,29.86,2,1,2
2017-07-08,31,27.7,26.0,29.88,2,1,2
2017-07-08,37,30.7,26.4,31.67,2,1,2
2017-07-08,11,27.5,24.4,29.37,2,3,2
2017-07-08,34,28.3,27.2,30.9,2,1,2
2017-07-09,31,30.9,27.5,32.77,2,1,1
2017-07-09,33,32.7,25.9,32.87,2,1,1
2017-07-09,22,34.4,26.6,33.57,1,1,1
2017-07-09,37,36.7,27.3,35.34,1,1,1
2017-07-09,36,31.4,28.6,32.37,2,1,1
2017-07-09,11,30.0,26.8,31.93,2,1,1
2017-07-09,39,30.8,28.4,32.91,2,1,1
2017-07-09,32,34.2,27.4,33.13,1,1,1
2017-07-09,21,28.1,25.5,30.19,2,1,2
2017-07-09,24,31.8,28.4,33.7,2,1,1
2017-07-10,37,31.3,27.0,32.27,2,1,1
2017-07-10,36,29.8,28.7,32.8,2,1,1
2017-07-10,39,33.4,26.9,33.76,1,1,1
2017-07-10,32,28.7,25.7,30.23,2,1,2
2017-07-10,38,31.0,27.6,32.06,2,1,1
2017-07-11,31,31.9,26.6,32.54,2,1,1
2017-07-11,33,31.7,24.9,31.4,2,1,2
2017-07-11,22,33.5,25.1,32.66,1,1,1
2017-07-11,35,30.9,26.9,32.45,2,1,1
2017-07-11,37,34.9,26.3,34.06,1,1,1
2017-07-11,36,28.4,26.7,30.75,2,1,2
2017-07-11,11,30.5,25.2,31.14,2,1,2
2017-07-11,34,31.1,27.2,31.27,1,1,1
2017-07-11,32,33.7,26.2,32.64,1,1,1
2017-07-12,31,32.4,25.6,32.08,1,1,1
2017-07-12,33,32.1,24.6,31.8,1,1,1
2017-07-12,35,32.8,27.5,33.4,1,1,1
2017-07-12,37,37.7,27.0,34.86,1,1,1
2017-07-12,36,32.2,27.0,32.83,1,1,1
2017-07-12,11,30.9,24.9,31.34,2,1,2
2017-07-12,34,30.7,26.9,32.33,2,1,1
2017-07-12,32,34.9,26.5,33.67,1,1,1
2017-07-12,25,32.2,26.8,32.75,1,1,1
2017-07-12,21,30.2,25.3,31.24,2,1,2
2017-07-12,24,33.8,27.8,33.86,1,1,1
2017-07-12,26,33.1,25.5,32.88,1,1,1
2017-07-12,38,34.1,28.2,34.39,1,1,1
2017-07-13,31,32.1,26.2,32.73,1,1,1
2017-07-13,33,33.2,24.3,32.26,1,1,1
2017-07-13,22,36.5,24.6,34.01,1,1,1
2017-07-13,35,33.6,27.6,34.24,1,1,1
2017-07-13,37,39.2,25.4,35.32,1,1,1
2017-07-13,36,32.3,29.2,33.46,1,1,1
2017-07-13,11,32.0,24.8,31.89,2,1,1
2017-07-13,34,32.4,27.9,32.86,1,1,1
2017-07-13,39,30.2,28.0,32.32,2,1,1
2017-07-13,25,32.8,27.0,33.3,1,1,1
2017-07-13,21,27.8,23.9,29.14,2,3,2
2017-07-13,38,35.7,28.4,34.22,1,1,1
2017-07-14,31,33.1,27.5,33.73,3,2,3
2017-07-14,33,33.3,25.7,33.08,1,1,1
2017-07-14,22,35.1,25.9,34.12,1,1,1
2017-07-14,35,32.8,28.1,34.04,1,1,1
2017-07-14,37,36.6,27.2,35.48,1,1,1
2017-07-14,36,31.8,29.6,34.03,2,1,1
2017-07-14,11,32.7,25.5,32.68,1,1,1
2017-07-14,34,33.2,28.1,33.16,1,1,1
2017-07-14,39,31.1,29.1,33.06,2,1,1
2017-07-14,32,34.4,26.7,33.97,1,1,1
2017-07-14,25,33.5,27.7,34.05,1,1,1
2017-07-14,26,34.2,26.5,33.97,1,1,1
2017-07-15,31,28.0,25.1,29.88,2,1,2
2017-07-15,11,27.3,24.1,29.09,2,3,2
2017-07-15,34,28.3,26.7,30.95,2,1,2
2017-07-15,39,32.0,29.0,33.27,2,1,1
2017-07-15,32,32.3,25.2,32.28,1,1,1
2017-07-15,25,26.6,24.9,29.11,2,1,2
2017-07-15,24,27.2,27.0,30.53,2,1,2
2017-07-15,26,30.8,25.9,31.83,2,1,2
2017-07-15,38,31.5,27.8,32.81,2,1,1
2017-07-16,22,33.3,25.5,32.68,1,1,1
2017-07-16,35,32.4,28.5,33.64,1,1,1
2017-07-16,36,32.2,29.6,34.08,1,1,1
2017-07-16,11,28.7,24.6,30.03,2,3,2
2017-07-16,34,29.4,27.9,31.46,2,1,2
2017-07-16,21,30.4,25.8,31.53,2,1,2
2017-07-16,24,32.1,27.9,33.25,2,1,1
2017-07-16,26,34.7,26.2,33.51,1,1,1
2017-07-16,38,33.5,28.2,34.14,1,1,1
2017-07-16,23,27.6,25.8,29.85,2,1,2
2017-07-17,39,34.2,28.2,33.77,1,1,1
2017-07-17,32,33.5,26.1,33.38,1,1,1
2017-07-17,21,30.5,25.5,31.46,2,1,1
2017-07-17,26,33.6,26.0,33.28,1,1,1
2017-07-17,38,33.9,28.6,34.05,1,1,1
2017-07-18,31,30.7,26.7,32.25,2,1,1
2017-07-18,37,34.0,26.3,33.68,1,1,1
2017-07-18,36,29.8,27.1,31.73,2,1,2
2017-07-18,11,30.3,24.9,31.09,2,1,2
2017-07-18,32,32.3,26.5,32.52,1,1,1
2017-07-19,31,33.9,26.9,33.58,1,2,3
2017-07-19,33,32.6,24.9,32.29,1,1,1
2017-07-19,35,33.2,29.5,34.37,1,1,1
2017-07-19,37,35.3,26.6,34.26,1,1,1
2017-07-19,36,32.2,30.3,34.67,1,1,1
2017-07-19,11,33.6,26.4,33.57,1,1,1
2017-07-19,34,31.6,27.8,33.17,1,1,1
2017-07-19,39,32.5,29.7,34.75,1,1,1
2017-07-19,32,34.3,27.8,33.23,1,1,1
2017-07-19,25,32.3,26.8,33.11,1,1,1
2017-07-19,21,30.6,26.1,31.8,2,1,2
2017-07-19,24,33.4,27.8,33.85,1,1,1
2017-07-19,26,32.8,26.0,32.58,1,1,1
2017-07-19,38,34.1,27.6,34.46,1,1,1
2017-07-19,23,30.0,26.8,31.12,2,1,1
2017-07-20,31,33.4,27.9,34.2,1,1,1
2017-07-20,33,33.9,26.0,33.58,1,1,1
2017-07-20,22,35.0,26.0,33.57,1,1,1
2017-07-20,35,35.1,29.3,35.47,1,1,1
2017-07-20,37,36.5,27.5,35.72,1,1,1
2017-07-20,36,33.6,31.0,35.79,1,1,1
2017-07-20,11,34.9,26.6,34.17,3,2,3
2017-07-20,34,33.2,29.8,34.63,1,2,3
2017-07-20,39,34.5,30.1,34.39,1,1,1
2017-07-20,32,34.1,27.9,33.78,1,1,1
2017-07-20,25,33.6,28.2,34.51,1,1,1
2017-07-20,21,29.2,26.2,31.19,2,1,1
2017-07-20,24,34.0,28.7,34.92,1,1,1
2017-07-20,26,32.0,27.0,33.07,2,1,1
2017-07-20,38,34.8,28.3,34.56,1,1,1
2017-07-20,23,31.8,27.1,32.6,2,1,1
2017-07-21,31,33.0,28.7,33.94,1,1,1
2017-07-21,33,33.3,26.5,33.25,1,1,1
2017-07-21,35,35.2,29.5,36.03,1,2,3
2017-07-21,37,38.4,27.9,36.91,1,1,1
2017-07-21,36,34.7,30.9,35.72,3,2,3
2017-07-21,11,32.2,27.1,33.27,1,1,1
2017-07-21,34,33.3,29.6,34.42,3,2,3
2017-07-21,39,36.8,29.3,36.56,1,1,1
2017-07-21,32,34.5,29.0,34.07,1,1,1
2017-07-21,25,33.4,28.2,34.25,1,1,1
2017-07-21,21,30.8,26.7,31.98,1,1,1
2017-07-21,24,34.7,30.2,36.15,1,1,1
2017-07-21,26,35.9,28.0,35.24,1,1,1
2017-07-21,38,35.3,29.7,36.11,1,1,1
2017-07-21,23,31.1,29.9,34.07,2,1,1
2017-07-22,31,32.1,28.2,33.76,1,1,1
2017-07-22,33,33.0,27.0,33.63,1,1,1
2017-07-22,22,36.2,27.2,34.83,1,1,1
2017-07-22,35,33.3,29.5,34.93,1,1,1
2017-07-22,37,35.5,29.6,35.91,1,1,1
2017-07-22,36,35.2,28.9,35.07,1,1,1
2017-07-22,11,32.2,26.9,32.74,1,1,1
2017-07-22,39,33.5,28.3,34.41,1,1,1
2017-07-22,25,32.6,28.0,33.58,1,1,1
2017-07-22,21,32.4,26.7,33.12,1,1,1
2017-07-22,24,33.2,29.0,34.63,1,1,1
2017-07-22,26,33.9,27.9,34.54,1,1,1
2017-07-22,38,36.2,30.6,36.79,1,2,3
2017-07-22,23,30.2,29.4,33.37,2,1,1
2017-07-23,31,29.3,28.1,32.21,2,1,1
2017-07-23,22,31.9,26.9,32.52,1,1,1
2017-07-23,35,32.0,29.5,33.99,2,1,1
2017-07-23,37,33.8,27.2,33.97,1,1,1
2017-07-23,36,32.7,30.0,34.47,1,1,1
2017-07-23,34,29.2,28.7,32.3,2,1,1
2017-07-23,39,33.4,28.8,34.61,1,1,1
2017-07-23,21,30.7,26.4,32.09,2,1,1
2017-07-23,24,31.7,29.3,34.05,2,1,1
2017-07-23,26,33.1,27.9,33.65,1,1,1
2017-07-23,38,32.3,28.8,33.8,1,1,1
2017-07-24,22,35.2,27.5,34.77,1,1,1
2017-07-24,35,33.6,30.9,35.38,1,1,1
2017-07-24,37,35.0,29.7,35.28,1,1,1
2017-07-24,36,34.4,31.4,36.36,3,2,3
2017-07-24,39,34.6,28.7,34.91,1,1,1
2017-07-24,21,30.4,26.3,31.86,1,1,1
2017-07-24,24,33.8,29.8,34.89,1,1,1
2017-07-24,38,35.5,30.3,36.16,3,2,3
2017-07-25,31,35.3,27.4,35.07,1,1,1
2017-07-25,35,31.8,31.1,34.78,2,1,1
2017-07-25,36,33.8,31.2,35.56,1,1,1
2017-07-25,11,34.9,25.3,33.59,1,1,1
2017-07-25,39,35.4,29.6,36.15,1,1,1
2017-07-25,32,34.4,26.2,32.52,1,1,1
2017-07-25,25,33.0,28.9,34.25,1,1,1
2017-07-25,21,29.1,25.8,30.93,2,1,2
2017-07-25,24,33.7,29.0,35.05,1,1,1
2017-07-25,38,33.6,29.0,34.7,1,1,1
2017-07-25,23,32.3,26.1,32.75,1,1,1
2017-07-26,31,32.6,24.5,31.7,1,1,1
2017-07-26,22,29.4,22.6,28.47,2,3,2
2017-07-26,35,34.0,30.6,34.46,1,1,1
2017-07-26,37,31.0,24.4,30.61,2,3,2
2017-07-26,38,31.3,24.9,31.56,2,1,1
2017-07-26,23,31.6,25.2,31.39,2,1,2
2017-07-27,33,31.8,23.3,31.0,2,3,2
2017-07-27,22,33.2,22.8,31.16,1,3,2
2017-07-27,35,34.4,29.5,34.32,1,1,1
2017-07-27,37,31.7,24.3,31.39,2,3,2
2017-07-27,36,33.7,27.0,33.96,1,1,1
2017-07-27,11,29.6,23.5,29.77,2,3,2
2017-07-27,34,31.4,29.1,33.69,2,1,1
2017-07-27,24,34.4,26.2,33.68,1,1,1
2017-07-27,38,33.6,24.7,32.47,1,3,1
2017-07-28,31,27.2,26.9,30.46,2,1,2
2017-07-28,35,32.1,30.0,34.33,2,1,1
2017-07-28,36,32.9,29.3,34.07,1,1,1
2017-07-28,11,26.6,25.7,29.26,2,1,2
2017-07-28,39,31.3,29.3,33.9,2,1,1
2017-07-28,24,32.3,28.3,33.71,2,1,1
2017-07-28,26,31.3,25.2,31.74,2,1,2
2017-07-29,31,29.9,26.0,31.43,2,1,1
2017-07-29,37,25.3,24.7,28.1,2,3,2
2017-07-29,36,32.4,29.6,33.65,1,1,1
2017-07-29,34,31.5,28.9,33.63,2,1,1
2017-07-29,39,31.6,29.3,34.05,2,1,1
2017-07-29,32,30.1,25.0,30.72,2,1,2
2017-07-29,21,28.4,24.0,29.58,2,3,2
2017-07-29,24,33.1,28.8,34.61,1,1,1
2017-07-30,31,32.1,25.9,32.55,2,1,1
2017-07-30,22,30.6,25.5,31.57,2,1,2
2017-07-30,37,30.6,27.3,31.36,2,1,2
2017-07-30,36,32.4,29.0,34.32,2,1,1
2017-07-30,32,30.1,25.5,30.72,2,1,2
2017-07-30,24,30.9,28.3,33.01,2,1,1
2017-07-30,38,32.1,26.9,32.73,1,1,1
2017-07-30,23,30.2,24.6,30.62,2,3,2
2017-07-31,36,30.3,28.9,32.91,2,1,1
2017-07-31,39,35.8,30.3,35.88,1,1,1
2017-07-31,21,30.1,25.5,31.31,2,1,2
2017-08-01,31,33.8,27.3,33.73,1,1,1
2017-08-01,33,32.2,26.0,32.16,2,1,1
2017-08-01,35,33.7,29.9,35.14,1,1,1
2017-08-01,37,32.0,27.3,32.89,2,1,1
2017-08-01,36,34.0,29.9,35.45,1,1,1
2017-08-01,11,32.8,26.2,32.96,1,1,1
2017-08-01,34,32.4,29.3,34.48,1,1,1
2017-08-01,32,33.1,28.0,33.55,1,1,1
2017-08-01,24,33.4,29.2,34.84,1,1,1
2017-08-01,38,34.1,28.5,34.81,1,1,1
2017-08-02,31,33.7,28.2,34.61,3,2,3
2017-08-02,33,32.8,26.2,33.06,3,2,3
2017-08-02,22,30.9,25.0,31.34,2,1,2
2017-08-02,35,33.5,29.5,35.07,1,1,1
2017-08-02,37,31.5,27.2,32.55,2,1,1
2017-08-02,29,33.7,28.6,34.61,1,1,1
2017-08-02,36,33.3,29.6,34.99,1,1,1
2017-08-02,11,32.9,27.1,33.62,1,1,1
2017-08-02,34,33.1,30.7,35.2,1,1,1
2017-08-02,39,33.2,29.2,34.88,1,1,1
2017-08-02,32,33.8,28.1,34.14,1,1,1
2017-08-02,25,33.7,28.6,34.61,1,1,1
2017-08-02,21,30.5,24.9,31.21,2,1,2
2017-08-02,38,32.8,27.9,33.96,1,1,1
2017-08-02,23,32.5,27.2,33.38,1,1,1
2017-08-03,31,33.8,27.4,33.58,1,1,1
2017-08-03,33,32.0,23.6,31.3,1,3,1
2017-08-03,35,33.6,26.9,33.48,1,1,1
2017-08-03,37,32.4,26.1,32.76,1,1,1
2017-08-03,36,31.8,27.7,33.15,1,1,1
2017-08-03,11,33.7,25.9,32.49,1,1,1
2017-08-03,34,33.6,28.2,33.64,1,1,1
2017-08-03,39,34.8,28.2,34.77,1,1,1
2017-08-03,32,33.1,26.3,32.79,1,1,1
2017-08-03,21,31.4,25.6,32.02,2,1,1
2017-08-03,24,33.0,27.1,33.26,1,1,1
2017-08-03,38,33.8,27.1,33.78,1,1,1
2017-08-03,23,33.0,27.2,32.28,1,1,1
2017-08-04,31,33.8,26.3,33.38,1,1,1
2017-08-04,33,33.9,26.1,33.58,1,1,1
2017-08-04,22,34.7,27.1,34.57,1,1,1
2017-08-04,35,34.7,29.8,35.81,1,1,1
2017-08-04,37,34.2,28.3,34.75,1,1,1
2017-08-04,36,34.5,30.6,35.62,3,2,3
2017-08-04,11,35.0,26.0,33.8,1,1,1
2017-08-04,34,33.6,29.1,34.87,1,1,1
2017-08-04,39,32.9,30.2,35.24,1,1,1
2017-08-04,32,34.1,27.1,34.17,1,1,1
2017-08-04,25,34.0,28.0,34.64,1,1,1
2017-08-04,21,33.6,27.1,33.85,1,1,1
2017-08-04,24,34.9,29.2,35.18,1,1,1
2017-08-04,38,36.3,28.2,35.85,1,1,1
2017-08-04,23,32.4,25.5,32.38,1,1,1
2017-08-05,31,36.4,28.3,35.45,3,2,3
2017-08-05,33,36.1,26.6,34.76,1,2,3
2017-08-05,22,35.8,27.1,35.14,1,1,1
2017-08-05,35,35.8,30.5,36.59,3,2,3
2017-08-05,37,34.9,29.0,35.55,1,2,3
2017-08-05,36,35.2,30.3,35.9,3,2,3
2017-08-05,11,34.5,27.4,34.57,1,2,3
2017-08-05,34,34.6,30.9,36.35,3,2,3
2017-08-05,39,33.9,30.0,35.57,1,1,1
2017-08-05,32,36.5,27.9,35.43,1,1,1
2017-08-05,25,35.9,29.1,36.27,1,1,1
2017-08-05,21,35.2,27.0,34.76,1,1,1
2017-08-05,24,36.3,29.5,36.47,1,1,1
2017-08-05,26,33.0,27.9,34.08,1,1,1
2017-08-05,38,38.3,28.9,35.86,1,1,1
2017-08-05,23,33.5,27.8,34.13,1,1,1
2017-08-06,31,34.0,28.2,34.37,1,1,1
2017-08-06,33,35.5,26.7,34.27,1,1,1
2017-08-06,35,34.8,29.9,36.09,1,1,1
2017-08-06,37,36.0,29.0,36.17,1,1,1
2017-08-06,36,37.0,31.9,36.33,1,1,1
2017-08-06,11,33.5,27.0,33.75,1,1,1
2017-08-06,34,33.9,30.8,35.43,1,1,1
2017-08-06,32,33.6,28.8,33.86,1,1,1
2017-08-06,25,35.1,29.0,35.66,1,1,1
2017-08-06,21,36.1,28.2,35.25,1,1,1
2017-08-06,24,36.5,29.4,36.05,1,1,1
2017-08-06,38,36.9,28.7,36.37,1,1,1
2017-08-06,23,31.7,27.1,32.59,1,1,1
2017-08-07,31,33.3,27.2,33.5,3,2,3
2017-08-07,33,33.0,25.7,32.49,1,1,1
2017-08-07,35,34.0,28.5,34.07,1,1,1
2017-08-07,37,35.8,27.5,34.57,1,1,1
2017-08-07,36,35.0,30.0,35.75,1,1,1
2017-08-07,11,34.0,26.3,33.78,1,1,1
2017-08-07,34,33.0,29.6,34.21,1,1,1
2017-08-07,39,34.0,29.8,35.62,1,1,1
2017-08-07,25,34.1,27.8,34.46,1,1,1
2017-08-07,21,34.4,27.9,34.47,1,1,1
2017-08-07,24,34.7,27.6,34.47,1,1,1
2017-08-07,38,38.3,29.0,36.91,1,1,1
2017-08-07,23,30.9,26.3,31.78,2,1,1
2017-08-08,31,31.8,25.8,32.33,1,1,1
2017-08-08,33,31.3,24.0,30.78,2,3,2
2017-08-08,22,34.1,24.8,32.47,1,3,1
2017-08-08,35,32.3,28.7,33.19,1,1,1
2017-08-08,37,35.6,27.2,34.62,1,1,1
2017-08-08,36,33.3,28.8,33.56,1,1,1
2017-08-08,11,30.8,24.6,30.82,2,1,2
2017-08-08,34,30.7,27.7,32.27,2,1,1
2017-08-08,21,33.5,26.0,33.28,1,1,1
2017-08-08,24,32.4,27.5,33.07,1,1,1
2017-08-08,38,34.4,28.1,34.11,1,1,1
2017-08-08,23,30.1,26.4,31.72,2,1,1
2017-08-09,31,31.9,24.6,31.3,2,3,2
2017-08-09,36,31.9,29.6,33.79,2,1,1
2017-08-09,39,32.1,28.9,33.51,2,1,1
2017-08-09,32,32.0,24.6,31.19,2,3,2
2017-08-09,21,28.7,26.8,31.05,2,1,2
2017-08-09,38,30.6,28.5,32.91,2,1,1
2017-08-09,23,30.7,24.7,30.81,2,1,2
2017-08-10,33,29.7,25.8,30.53,2,1,2
2017-08-10,22,25.9,25.3,28.89,2,1,2
2017-08-10,36,34.3,29.2,33.76,1,1,1
2017-08-10,11,26.0,24.5,28.64,2,3,2
2017-08-10,34,30.6,28.1,32.71,2,1,1
2017-08-10,21,32.4,26.6,32.94,2,1,1
2017-08-10,24,33.2,25.8,33.08,1,1,1
2017-08-10,38,32.6,28.3,34.1,1,1,1
2017-08-10,23,29.9,25.1,30.92,2,1,2
2017-08-11,31,30.8,25.9,31.33,2,1,1
2017-08-11,35,32.5,27.2,33.37,1,1,1
2017-08-11,37,31.5,26.2,32.39,2,1,1
2017-08-11,36,32.0,29.9,34.36,2,1,1
2017-08-11,11,32.2,24.6,31.39,2,3,2
2017-08-11,34,31.5,28.6,32.64,2,1,1
2017-08-11,39,31.0,27.2,32.64,2,1,1
2017-08-11,32,31.4,24.2,30.81,2,3,2
2017-08-11,25,32.3,26.9,33.19,1,1,1
2017-08-11,21,29.5,24.7,30.4,2,3,2
2017-08-11,24,33.0,26.1,32.68,1,1,1
2017-08-11,38,33.2,27.3,33.75,1,1,1
2017-08-12,31,31.6,24.5,31.3,2,3,2
2017-08-12,35,31.8,27.9,32.63,2,1,1
2017-08-12,37,30.1,24.8,30.81,2,3,2
2017-08-12,11,32.2,23.6,31.39,2,3,2
2017-08-12,34,30.2,28.1,32.68,2,1,1
2017-08-12,39,31.9,26.6,32.52,2,1,1
2017-08-12,24,30.4,26.9,31.76,2,1,2
2017-08-12,38,31.5,25.5,32.03,2,1,1
2017-08-12,23,30.2,24.7,30.82,2,1,2
2017-08-13,31,29.7,23.1,29.79,2,3,2
2017-08-13,39,29.3,25.7,30.98,2,1,2
2017-08-13,38,29.5,24.5,30.12,2,3,2
2017-08-14,31,26.9,23.6,27.65,2,3,2
2017-08-14,37,25.8,23.7,27.71,2,3,2
2017-08-15,39,32.5,29.0,33.75,2,1,1
2017-08-16,35,30.4,26.3,31.35,2,1,2
2017-08-16,21,27.3,25.3,29.47,2,1,2
2017-08-16,38,32.2,27.4,33.0,2,1,1
2017-08-16,23,25.3,23.4,27.4,2,3,2
2017-08-17,35,30.6,27.3,31.83,2,1,2
2017-08-17,36,31.3,27.3,32.19,2,1,1
2017-08-17,34,29.4,27.3,31.86,2,1,1
2017-08-17,39,30.2,26.9,32.06,2,1,1
2017-08-17,25,29.5,25.9,31.06,2,1,2
2017-08-17,24,30.1,25.6,31.22,2,1,2
2017-08-17,38,32.0,26.9,32.27,2,1,1
2017-08-18,22,30.5,25.1,30.68,2,1,2
2017-08-18,35,30.2,27.9,32.6,2,1,1
2017-08-18,37,30.3,26.7,31.62,2,1,1
2017-08-18,36,30.5,28.4,33.0,2,1,1
2017-08-18,32,29.2,24.9,29.99,2,1,2
2017-08-18,38,30.7,27.1,32.27,2,1,1
2017-08-19,31,28.6,25.1,30.08,2,1,2
2017-08-19,33,30.3,25.3,30.11,2,1,2
2017-08-19,37,30.2,26.8,31.82,2,1,2
2017-08-19,36,29.3,27.0,30.82,2,1,2
2017-08-19,34,30.7,27.4,31.58,2,1,2
2017-08-19,39,32.7,26.7,32.87,2,1,1
2017-08-19,24,29.2,26.5,31.06,2,1,2
2017-08-20,33,29.5,23.2,29.68,2,3,2
2017-08-20,11,25.8,23.5,27.64,2,3,2
2017-08-20,39,32.4,28.0,33.12,2,1,1
2017-08-20,26,27.7,25.3,29.85,2,1,2
2017-08-21,21,29.1,26.4,31.11,2,1,2
2017-08-21,38,30.9,28.8,33.4,2,1,1
2017-08-22,33,32.3,26.0,32.19,1,1,1
2017-08-22,35,31.5,29.2,33.56,2,1,1
2017-08-22,37,33.9,27.6,34.24,1,1,1
2017-08-22,36,30.5,30.3,33.97,2,1,1
2017-08-22,11,31.3,24.4,31.29,2,3,2
2017-08-22,34,30.7,28.3,32.89,2,1,1
2017-08-22,32,31.8,26.3,32.05,2,1,1
2017-08-22,26,31.9,27.4,32.35,2,1,1
2017-08-22,23,29.3,24.8,30.38,2,3,2
2017-08-23,33,32.6,26.4,32.96,2,1,1
2017-08-23,22,35.4,27.1,34.85,1,1,1
2017-08-23,35,33.5,29.6,34.68,1,1,1
2017-08-23,37,35.4,29.9,35.73,1,1,1
2017-08-23,29,31.9,28.4,33.62,2,1,1
2017-08-23,36,32.7,31.1,35.33,1,1,1
2017-08-23,34,30.9,30.4,34.25,1,1,1
2017-08-23,39,32.6,29.7,34.27,1,1,1
2017-08-23,25,31.9,28.4,33.62,2,1,1
2017-08-23,21,31.4,27.9,33.21,2,1,1
2017-08-23,24,33.3,29.3,34.32,1,1,1
2017-08-23,26,33.9,27.7,34.45,1,1,1
2017-08-23,38,33.8,30.2,35.38,1,1,1
2017-08-24,37,35.3,27.9,35.17,1,1,1
2017-08-24,36,31.4,30.3,34.39,1,1,1
2017-08-24,39,34.9,29.2,34.77,1,1,1
2017-08-24,26,34.4,27.2,34.37,1,1,1
2017-08-24,38,33.8,29.5,34.93,1,1,1
2017-08-25,33,30.5,24.2,29.03,2,3,2
2017-08-25,36,32.6,29.0,33.66,1,1,1
2017-08-25,39,32.8,28.9,34.48,1,1,1
2017-08-25,32,29.9,23.5,29.17,2,3,2
2017-08-25,25,31.2,25.0,30.81,2,1,2
