create_date,sido_cd,max_ta,max_wbtemp,max_tafeel,max_ta_cluster,max_wbtemp_cluster,max_tafeel_cluster
2014-05-30,11,31.8,19.4,28.83,2,3,2
2014-05-31,31,34.0,21.4,31.1,1,3,2
2014-05-31,35,34.6,21.9,30.76,1,3,2
2014-05-31,26,32.3,20.6,29.46,2,3,2
2014-05-31,38,34.9,23.1,31.04,1,3,2
2014-06-01,22,32.3,19.7,29.25,2,3,2
2014-06-01,37,34.4,21.9,30.75,1,3,2
2014-06-01,36,27.0,21.4,27.07,2,3,2
2014-06-01,11,29.5,21.1,27.98,2,3,2
2014-06-01,32,35.1,22.6,30.68,1,3,2
2014-06-01,26,32.1,22.2,30.38,2,3,2
2014-06-02,22,25.8,17.6,24.62,2,3,2
2014-06-05,33,24.5,17.9,24.16,2,3,2
2014-06-05,38,23.7,20.0,25.04,2,3,2
2014-06-06,31,32.1,19.9,29.33,1,3,2
2014-06-06,33,29.5,19.2,27.27,2,3,2
2014-06-06,22,26.6,18.4,25.48,2,3,2
2014-06-06,36,26.9,21.0,26.59,2,3,2
2014-06-07,36,25.9,21.7,26.6,2,3,2
2014-06-07,38,28.3,21.0,27.77,2,3,2
2014-06-08,36,25.1,21.0,25.97,2,3,2
2014-06-09,11,28.0,21.2,27.85,2,3,2
2014-06-11,33,26.3,19.1,25.56,2,3,2
2014-06-11,36,26.8,21.7,27.0,2,3,2
2014-06-13,22,28.2,18.9,26.28,2,3,2
2014-06-13,34,25.8,20.4,26.01,2,3,2
2014-06-13,38,27.3,20.8,27.1,2,3,2
2014-06-14,31,29.4,20.7,27.96,2,3,2
2014-06-14,22,31.3,18.8,27.46,2,3,2
2014-06-14,37,28.7,22.0,28.71,2,3,2
2014-06-14,34,28.6,20.4,27.19,2,3,2
2014-06-14,38,31.2,19.9,28.49,2,3,2
2014-06-15,22,31.7,18.1,27.97,2,3,2
2014-06-15,11,28.3,20.6,27.68,2,3,2
2014-06-15,34,28.0,21.3,27.31,2,3,2
2014-06-15,32,30.7,20.7,28.66,2,3,2
2014-06-15,38,31.6,20.4,28.32,2,3,2
2014-06-16,35,30.0,21.8,27.98,2,3,2
2014-06-16,37,31.2,20.5,28.6,2,3,2
2014-06-16,32,31.3,21.0,29.19,2,3,2
2014-06-16,38,33.4,20.7,29.51,1,3,2
2014-06-17,31,30.5,21.3,29.22,2,3,2
2014-06-17,23,28.5,23.2,28.51,2,3,2
2014-06-18,36,28.1,21.2,27.66,2,3,2
2014-06-18,34,29.4,21.4,28.27,2,3,2
2014-06-18,38,30.2,20.7,27.93,2,3,2
2014-06-19,37,30.4,22.5,29.73,2,3,2
2014-06-19,25,27.5,22.2,28.06,2,3,2
2014-06-19,38,31.7,22.1,29.34,2,3,2
2014-06-20,38,27.8,23.3,28.9,2,3,2
2014-06-21,38,24.1,19.8,24.57,2,3,2
2014-06-22,25,29.3,23.1,29.13,2,3,2
2014-06-25,31,29.3,21.9,28.83,2,3,2
2014-06-25,25,28.2,22.2,28.56,2,3,2
2014-06-26,33,31.0,21.1,29.15,2,3,2
2014-06-26,22,32.9,21.2,29.94,1,3,2
2014-06-26,38,30.1,23.1,29.79,2,3,2
2014-06-27,33,31.2,21.0,29.11,2,3,2
2014-06-27,35,31.2,23.2,29.9,2,3,2
2014-06-27,37,32.4,21.9,29.8,1,3,2
2014-06-27,21,26.3,22.1,27.54,2,3,2
2014-06-28,37,30.0,23.1,29.29,2,3,2
2014-06-28,32,28.7,22.1,27.98,2,3,2
2014-06-28,21,29.6,23.1,29.24,2,3,2
2014-06-28,38,32.4,22.3,30.45,2,3,2
2014-06-29,31,29.0,21.5,28.56,2,3,2
2014-06-29,37,29.0,20.7,27.98,2,3,2
2014-06-29,36,29.1,22.8,28.85,2,3,2
2014-06-30,31,30.2,23.1,29.79,2,3,2
2014-06-30,11,30.0,22.5,29.54,2,3,2
2014-06-30,32,31.5,22.8,29.99,2,3,2
2014-06-30,25,30.1,23.1,29.82,2,3,2
2014-06-30,38,30.7,22.9,30.03,2,3,2
2014-07-01,31,32.0,23.6,31.3,1,3,1
2014-07-01,33,33.0,22.3,30.87,1,3,2
2014-07-01,37,32.7,22.4,30.89,1,3,2
2014-07-01,11,31.2,23.8,30.9,2,3,2
2014-07-01,34,33.3,23.3,30.85,1,3,2
2014-07-01,39,27.6,22.1,27.57,2,3,2
2014-07-01,32,32.4,23.9,31.11,2,3,2
2014-07-01,25,32.2,23.9,31.3,2,3,2
2014-07-01,38,31.7,24.2,30.8,1,3,2
2014-07-02,35,28.9,22.0,28.17,2,3,2
2014-07-02,37,28.8,23.0,29.1,2,3,2
2014-07-02,11,31.1,23.8,30.69,2,3,2
2014-07-02,32,30.4,23.8,30.47,2,3,2
2014-07-04,33,31.2,22.3,30.11,2,3,2
2014-07-04,29,30.1,23.5,30.19,2,3,2
2014-07-05,31,29.1,22.7,29.19,2,3,2
2014-07-05,32,30.4,23.8,29.63,2,3,2
2014-07-05,26,26.7,20.5,26.82,2,3,2
2014-07-05,38,28.7,23.3,28.33,2,3,2
2014-07-06,31,31.9,22.9,30.13,2,3,2
2014-07-06,25,24.2,21.5,26.08,2,3,2
2014-07-07,33,32.1,23.2,30.81,2,3,2
2014-07-07,11,33.6,24.3,32.15,1,3,1
2014-07-07,34,31.4,24.1,30.3,2,3,2
2014-07-07,32,34.8,23.6,32.26,1,3,1
2014-07-07,25,29.3,24.3,30.25,2,3,2
2014-07-08,31,30.5,24.8,30.88,2,3,2
2014-07-08,35,31.9,27.6,32.44,2,1,1
2014-07-08,36,29.7,27.9,32.32,2,1,1
2014-07-08,32,32.2,24.0,31.29,2,3,2
2014-07-09,31,32.6,26.8,33.05,2,1,1
2014-07-09,35,31.6,27.4,32.27,2,1,1
2014-07-09,37,31.2,26.2,31.44,2,1,2
2014-07-09,25,29.3,26.6,31.45,2,1,2
2014-07-09,21,28.3,25.4,30.27,2,1,2
2014-07-09,23,33.3,28.3,34.3,1,1,1
2014-07-10,31,33.7,25.4,32.66,1,1,1
2014-07-10,22,35.5,25.3,33.57,1,1,1
2014-07-10,35,31.4,26.7,32.37,2,1,1
2014-07-10,37,35.1,26.1,33.55,1,1,1
2014-07-10,29,32.4,27.0,33.3,2,1,1
2014-07-10,36,32.7,26.7,33.24,1,1,1
2014-07-10,11,33.4,24.3,31.7,1,3,1
2014-07-10,34,31.9,26.2,32.04,2,1,1
2014-07-10,21,31.5,26.3,32.47,2,1,1
2014-07-10,26,30.4,25.2,31.11,2,1,2
2014-07-10,38,35.1,26.6,34.34,1,1,1
2014-07-11,31,34.3,23.3,30.95,1,3,2
2014-07-11,22,34.1,20.8,30.76,1,3,2
2014-07-11,36,31.8,24.5,31.5,2,3,1
2014-07-11,11,32.6,23.6,30.41,2,3,2
2014-07-11,21,31.5,24.4,31.07,2,1,1
2014-07-11,26,33.2,24.4,30.72,1,3,2
2014-07-11,38,33.8,23.5,31.45,1,3,1
2014-07-12,31,28.9,23.2,29.18,2,3,2
2014-07-12,11,29.4,23.1,29.58,2,3,2
2014-07-12,25,27.9,23.5,28.76,2,3,2
2014-07-13,31,30.5,23.3,29.73,2,3,2
2014-07-13,36,27.1,24.4,28.96,2,3,2
2014-07-13,38,29.7,23.6,29.97,2,3,2
2014-07-14,31,31.7,24.0,31.01,2,3,2
2014-07-14,37,33.2,24.3,31.6,1,3,2
2014-07-14,36,30.8,25.3,31.49,2,1,1
2014-07-14,32,33.0,22.5,30.94,1,3,2
2014-07-14,26,31.9,23.8,31.3,2,3,2
2014-07-15,31,31.5,23.6,30.71,2,3,2
2014-07-15,32,32.0,23.7,30.89,2,3,2
2014-07-15,25,28.4,24.4,29.83,2,3,2
2014-07-15,26,28.1,23.7,29.28,2,3,2
2014-07-15,38,28.5,23.7,29.53,2,3,2
2014-07-16,31,30.2,23.2,29.83,2,3,2
2014-07-16,35,29.3,25.4,30.58,2,1,2
2014-07-16,32,30.7,24.6,30.32,2,3,2
2014-07-16,38,32.1,24.9,31.89,2,1,1
2014-07-16,23,29.0,25.0,29.93,2,1,2
2014-07-17,11,29.3,24.1,30.07,2,3,2
2014-07-18,31,30.2,24.2,30.65,2,3,2
2014-07-19,31,31.0,26.1,31.78,2,1,1
2014-07-19,33,31.7,25.6,31.78,2,1,2
2014-07-19,36,30.6,27.1,31.9,2,1,1
2014-07-19,32,31.7,26.6,31.68,1,1,1
2014-07-19,24,30.6,24.7,30.96,2,3,2
2014-07-19,26,33.0,25.8,32.98,1,1,1
2014-07-19,38,32.9,25.7,32.78,1,1,1
2014-07-20,33,33.8,25.1,32.85,1,1,1
2014-07-20,22,33.4,24.6,32.02,1,1,1
2014-07-20,35,32.2,26.0,32.27,2,1,1
2014-07-20,37,34.7,24.9,32.5,1,1,1
2014-07-20,11,32.8,26.2,32.78,1,1,1
2014-07-20,34,32.1,26.1,32.37,2,1,1
2014-07-20,32,34.9,26.1,33.93,1,1,1
2014-07-20,25,32.8,27.5,33.79,1,1,1
2014-07-20,38,34.1,26.0,33.58,1,1,1
2014-07-20,23,29.2,27.2,31.4,2,1,2
2014-07-21,31,32.2,25.5,31.68,1,1,1
2014-07-21,33,32.0,25.1,32.08,2,1,1
2014-07-21,22,34.6,25.6,32.68,1,1,1
2014-07-21,35,32.1,26.1,32.44,2,1,1
2014-07-21,36,31.0,26.2,31.8,1,1,1
2014-07-21,11,30.9,24.5,31.17,2,3,2
2014-07-21,39,28.1,25.3,30.04,2,1,2
2014-07-21,32,35.9,25.6,33.3,1,1,1
2014-07-21,24,32.7,25.1,32.19,1,1,1
2014-07-21,26,31.0,24.7,31.36,2,1,2
2014-07-21,38,34.5,26.9,34.27,1,1,1
2014-07-21,23,28.9,26.8,31.18,2,1,2
2014-07-22,35,32.4,26.4,31.59,2,1,2
2014-07-22,37,33.4,25.2,32.88,1,1,1
2014-07-22,36,30.0,27.1,31.7,2,1,2
2014-07-22,34,30.3,25.0,30.57,2,1,2
2014-07-22,32,31.6,24.3,30.51,2,3,2
2014-07-22,21,28.6,24.7,30.11,2,3,2
2014-07-22,26,32.8,24.3,32.08,1,3,1
2014-07-22,38,31.4,25.2,31.65,2,1,1
2014-07-23,35,32.1,26.2,32.46,2,1,1
2014-07-23,37,31.8,25.4,32.15,2,1,1
2014-07-23,36,32.1,27.5,33.06,1,1,1
2014-07-23,39,31.0,27.6,32.88,2,1,1
2014-07-23,21,30.2,26.1,31.41,2,1,2
2014-07-23,24,32.1,25.2,32.18,2,1,1
2014-07-23,26,33.3,25.6,32.78,1,1,1
2014-07-23,38,33.6,26.8,33.28,1,1,1
2014-07-23,23,25.0,24.5,27.86,2,3,2
2014-07-24,35,33.6,29.0,33.87,1,1,1
2014-07-24,36,32.3,29.1,33.8,1,1,1
2014-07-24,21,31.0,27.1,32.55,2,1,1
2014-07-24,24,32.8,26.5,33.16,1,1,1
2014-07-24,26,34.8,27.0,34.57,1,1,1
2014-07-24,38,34.0,27.7,34.17,1,1,1
2014-07-25,31,34.3,27.4,34.47,1,1,1
2014-07-25,22,34.6,26.4,33.12,1,1,1
2014-07-25,37,35.1,26.9,33.65,1,1,1
2014-07-25,36,33.1,28.6,34.03,1,1,1
2014-07-25,34,33.9,27.4,34.05,1,1,1
2014-07-25,39,34.9,27.1,34.36,1,1,1
2014-07-25,25,34.8,27.7,34.87,1,1,1
2014-07-25,21,29.4,27.2,31.78,2,1,2
2014-07-25,24,32.5,25.8,32.29,2,1,1
2014-07-25,26,33.9,26.8,33.68,1,1,1
2014-07-25,38,32.8,27.2,33.43,1,1,1
2014-07-26,31,27.1,25.8,29.57,2,1,2
2014-07-26,26,33.3,25.5,32.57,1,1,1
2014-07-26,38,32.7,26.2,32.39,1,1,1
2014-07-26,23,26.1,26.0,29.45,2,1,2
2014-07-27,36,30.4,24.8,29.57,2,3,2
2014-07-28,31,30.2,23.7,30.19,2,3,2
2014-07-28,22,31.8,20.3,29.18,2,3,2
2014-07-28,32,31.1,25.3,30.58,2,1,2
2014-07-28,38,30.5,23.1,30.22,2,3,2
2014-07-29,31,30.9,23.1,29.82,2,3,2
2014-07-29,39,29.7,27.3,31.86,2,1,1
2014-07-30,31,33.1,25.9,33.08,1,1,1
2014-07-30,35,35.1,27.4,33.79,1,1,1
2014-07-30,37,36.6,25.5,33.53,1,1,1
2014-07-30,36,33.4,28.0,33.68,1,1,1
2014-07-30,11,33.0,26.1,33.07,1,1,1
2014-07-30,39,33.8,26.6,33.68,1,1,1
2014-07-30,32,34.3,27.1,33.34,1,1,1
2014-07-30,25,34.1,27.3,34.37,1,1,1
2014-07-30,21,32.1,26.9,32.83,2,1,1
2014-07-30,24,33.1,25.3,32.79,1,1,1
2014-07-30,38,35.0,27.2,34.05,1,1,1
2014-07-30,23,30.4,28.1,32.81,2,1,1
2014-07-31,31,33.9,27.8,34.32,1,1,1
2014-07-31,33,34.7,25.9,33.95,1,1,1
2014-07-31,35,36.4,29.1,35.63,1,1,1
2014-07-31,29,33.6,28.9,34.6,1,1,1
2014-07-31,36,36.2,28.5,35.32,1,1,1
2014-07-31,11,34.0,27.8,34.17,1,1,1
2014-07-31,34,34.0,27.1,33.77,1,1,1
2014-07-31,32,34.2,27.0,34.07,1,1,1
2014-07-31,21,32.9,27.1,33.62,1,1,1
2014-07-31,24,35.5,25.9,33.94,1,1,1
2014-07-31,26,34.1,26.9,34.17,1,1,1
2014-07-31,38,37.5,27.4,35.71,1,2,3
2014-07-31,23,32.6,29.0,34.44,1,1,1
2014-08-01,31,35.6,26.7,34.15,1,1,1
2014-08-01,35,31.0,27.5,32.8,2,1,1
2014-08-01,37,34.6,25.3,32.87,1,1,1
2014-08-01,36,30.3,27.3,32.14,2,1,1
2014-08-01,11,34.5,25.9,33.75,1,1,1
2014-08-01,34,32.1,26.9,32.45,2,1,1
2014-08-01,21,31.7,26.5,32.68,2,1,1
2014-08-01,24,30.8,24.6,30.92,2,3,2
2014-08-01,38,33.9,25.2,33.07,1,1,1
2014-08-01,23,34.1,27.7,34.13,1,1,1
2014-08-02,31,35.1,26.3,34.12,1,1,1
2014-08-02,33,33.1,24.6,32.17,1,3,1
2014-08-02,35,31.2,26.8,32.49,2,1,1
2014-08-02,11,35.7,26.6,34.83,1,1,1
2014-08-02,25,31.0,27.0,32.18,2,1,1
2014-08-02,26,30.3,25.9,31.6,2,1,2
2014-08-02,38,30.9,25.5,31.34,2,1,2
2014-08-02,23,34.7,28.0,35.07,1,1,1
2014-08-03,36,26.0,25.3,28.59,2,1,2
2014-08-03,32,29.3,26.0,30.41,2,1,2
2014-08-04,31,29.1,26.1,30.85,2,1,2
2014-08-04,34,28.9,26.6,31.11,2,1,2
2014-08-05,22,33.4,26.6,33.13,1,1,1
2014-08-05,37,33.7,26.9,33.77,1,1,1
2014-08-05,36,32.6,28.6,34.1,1,1,1
2014-08-05,11,29.0,25.8,30.73,2,1,2
2014-08-05,39,29.6,26.4,31.36,2,1,2
2014-08-05,38,33.8,28.3,34.0,1,1,1
2014-08-06,33,29.7,24.9,30.74,2,1,2
2014-08-06,22,32.5,26.6,32.38,2,1,1
2014-08-06,37,33.0,26.3,33.26,1,1,1
2014-08-06,36,32.8,27.7,33.88,1,1,1
2014-08-06,39,28.9,26.0,30.83,2,1,1
2014-08-06,21,29.2,25.6,30.88,2,1,2
2014-08-06,24,31.2,24.7,31.46,2,1,1
2014-08-06,26,32.5,26.6,33.13,2,1,1
2014-08-06,38,33.5,26.6,33.57,1,1,1
2014-08-07,36,30.7,26.7,32.25,2,1,1
2014-08-07,11,27.1,24.6,29.1,2,3,2
2014-08-07,39,29.0,26.5,31.22,2,1,2
2014-08-07,25,24.0,23.1,26.85,2,3,2
2014-08-07,21,26.9,24.5,29.03,2,3,2
2014-08-07,38,30.2,26.1,31.41,2,1,2
2014-08-08,36,29.2,27.8,32.02,2,1,1
2014-08-08,11,30.3,23.7,29.73,2,3,2
2014-08-08,26,23.5,21.8,25.85,2,3,2
2014-08-08,38,27.1,22.9,28.04,2,3,2
2014-08-09,35,31.7,25.9,31.58,2,1,2
2014-08-09,34,30.4,22.6,29.93,2,3,2
2014-08-09,24,31.2,23.5,30.71,2,3,2
2014-08-10,36,30.4,25.2,31.28,2,1,2
2014-08-10,38,30.7,24.4,30.79,2,3,2
2014-08-11,31,28.6,22.3,28.55,2,3,2
2014-08-11,36,30.9,23.9,30.89,2,3,2
2014-08-11,11,28.3,22.6,28.65,2,3,2
2014-08-11,24,28.5,20.9,27.97,2,3,2
2014-08-12,39,29.7,24.4,29.68,2,3,2
2014-08-15,31,30.4,23.7,29.76,2,3,2
2014-08-16,11,30.8,24.3,30.63,2,3,2
2014-08-16,34,30.7,24.3,30.22,2,3,2
2014-08-16,39,29.1,25.0,30.26,2,1,2
2014-08-16,25,30.3,24.5,30.75,2,3,2
2014-08-16,26,28.3,23.4,29.24,2,3,2
2014-08-20,32,28.6,24.7,29.3,2,3,2
2014-08-22,22,30.6,22.2,29.63,2,3,2
2014-08-22,36,31.2,25.1,31.19,2,1,2
2014-08-22,25,28.1,23.8,29.24,2,3,2
2014-08-23,36,30.5,24.6,30.86,2,1,2
2014-08-23,38,30.8,24.8,31.06,2,3,2
2014-08-24,31,29.8,23.5,30.07,2,3,2
2014-08-24,33,30.8,24.1,30.03,2,3,2
2014-08-24,34,29.0,24.2,29.62,2,3,2
2014-08-25,36,28.2,26.4,30.77,2,1,2
2014-08-26,31,30.2,23.8,30.47,2,3,2
2014-08-29,31,29.6,23.9,29.18,2,3,2
2014-08-29,34,28.2,23.9,28.96,2,3,2
2014-08-30,36,27.4,23.7,28.29,2,3,2
2014-08-31,11,28.2,21.1,27.66,2,3,2
2014-09-04,36,28.8,24.1,29.13,2,3,2
2014-09-04,11,26.9,21.5,27.51,2,3,2
2014-09-05,26,31.9,22.2,30.46,2,3,2
2014-09-05,38,31.0,24.2,30.52,2,3,2
2014-09-06,26,26.0,22.2,27.39,2,3,2
2015-05-25,36,30.4,20.0,28.22,2,3,2
2015-05-25,32,32.1,19.1,28.22,2,3,2
2015-05-25,38,32.3,19.2,27.64,2,3,2
2015-05-26,33,31.5,16.9,26.59,2,3,2
2015-05-26,36,33.6,19.0,29.53,1,3,2
2015-05-26,11,30.0,16.9,26.59,2,3,2
2015-05-26,32,33.8,18.5,28.13,1,3,2
2015-05-26,24,32.4,17.1,27.22,2,3,2
2015-05-26,38,34.5,20.6,30.67,1,3,1
2015-05-26,23,22.7,19.0,23.4,2,3,2
2015-05-27,31,31.8,16.7,26.9,2,3,2
2015-05-27,35,32.1,20.6,27.74,2,3,2
2015-05-27,32,32.1,17.9,27.34,2,3,2
2015-05-27,25,31.4,16.2,26.54,2,3,2
2015-05-27,38,30.7,19.4,28.28,2,3,2
2015-05-27,23,27.4,17.8,25.43,2,3,2
2015-05-28,33,31.7,17.0,27.16,2,3,2
2015-05-28,35,31.7,21.0,28.13,2,3,2
2015-05-28,37,31.9,17.8,28.0,2,3,2
2015-05-28,36,29.7,19.9,27.23,2,3,2
2015-05-28,34,31.7,18.1,28.04,2,3,2
2015-05-28,21,26.3,19.5,25.58,2,3,2
2015-05-28,38,30.2,19.1,27.17,2,3,2
2015-05-29,31,29.6,18.4,26.95,2,3,2
2015-05-29,35,31.2,20.3,27.98,2,3,2
2015-05-29,36,30.1,20.1,28.32,2,3,2
2015-05-29,34,29.5,19.0,27.16,2,3,2
2015-05-29,39,25.8,19.9,25.76,2,3,2
2015-05-29,38,30.2,20.7,28.46,2,3,2
2015-05-31,31,30.4,18.1,27.09,2,3,2
2015-05-31,36,28.8,20.4,27.79,2,3,2
2015-05-31,11,30.0,18.8,27.13,2,3,2
2015-05-31,34,29.0,19.0,26.58,2,3,2
2015-05-31,38,30.7,19.6,27.64,2,3,2
2015-06-01,22,31.9,19.6,28.46,2,3,2
2015-06-01,35,29.9,21.8,28.84,2,3,2
2015-06-01,36,29.6,21.4,28.56,2,3,2
2015-06-01,11,27.7,16.6,24.92,2,3,2
2015-06-03,35,27.3,18.2,24.35,2,3,2
2015-06-03,36,30.7,20.3,28.42,2,3,2
2015-06-04,36,30.0,18.0,26.73,2,3,2
2015-06-04,38,30.6,18.1,26.46,2,3,2
2015-06-07,33,30.6,18.7,27.81,2,3,2
2015-06-07,34,30.3,19.6,27.92,2,3,2
2015-06-08,35,24.8,20.7,25.17,2,3,2
2015-06-08,36,23.0,20.5,24.29,2,3,2
2015-06-08,11,27.6,18.1,25.83,2,3,2
2015-06-10,32,34.4,21.8,30.82,1,3,2
2015-06-10,24,30.8,20.8,29.08,2,3,2
2015-06-10,38,30.3,21.9,29.34,2,3,2
2015-06-12,11,29.5,21.4,27.95,2,3,2
2015-06-13,33,32.1,20.4,29.44,2,3,2
2015-06-13,35,31.5,23.8,31.11,2,3,2
2015-06-14,37,31.3,21.9,29.99,2,3,2
2015-06-14,25,27.6,21.4,27.8,2,3,2
2015-06-15,33,30.2,20.8,28.17,2,3,2
2015-06-16,36,29.2,23.6,29.82,2,3,2
2015-06-18,33,29.6,19.2,27.14,2,3,2
2015-06-18,37,28.0,20.2,27.39,2,3,2
2015-06-18,36,29.3,22.2,29.13,2,3,2
2015-06-19,31,29.6,21.2,28.76,2,3,2
2015-06-19,35,30.0,23.3,28.88,2,3,2
2015-06-19,37,30.0,19.9,28.09,2,3,2
2015-06-21,11,29.2,20.8,28.07,2,3,2
2015-06-21,25,28.3,21.1,27.73,2,3,2
2015-06-21,38,26.3,20.3,26.04,2,3,2
2015-06-22,33,29.6,19.5,27.51,2,3,2
2015-06-22,35,29.1,22.6,28.08,2,3,2
2015-06-23,32,33.0,22.3,30.74,1,3,2
2015-06-23,38,30.1,22.4,29.63,2,3,2
2015-06-24,31,31.3,23.2,30.71,2,3,2
2015-06-24,33,31.7,21.8,29.58,2,3,2
2015-06-24,11,30.2,22.1,29.44,2,3,2
2015-06-24,34,30.2,23.0,30.01,2,3,2
2015-06-24,26,25.9,20.9,26.67,2,3,2
2015-06-24,23,28.3,24.0,28.99,2,3,2
2015-06-25,31,28.8,22.1,28.54,2,3,2
2015-06-27,34,29.9,22.6,28.75,2,3,2
2015-06-27,38,25.5,22.1,26.58,2,3,2
2015-06-28,31,31.6,22.9,30.51,2,3,2
2015-06-28,36,28.1,22.9,28.88,2,3,2
2015-06-29,31,31.3,22.5,30.31,2,3,2
2015-06-29,32,31.7,22.7,30.49,2,3,2
2015-06-29,38,29.7,23.0,29.69,2,3,2
2015-06-30,24,22.3,20.8,24.48,2,3,2
2015-07-01,31,28.9,21.6,27.11,2,3,2
2015-07-03,24,27.8,21.3,26.63,2,3,2
2015-07-03,26,28.7,21.3,27.98,2,3,2
2015-07-04,36,26.9,21.2,27.35,2,3,2
2015-07-05,32,30.9,20.7,29.06,2,3,2
2015-07-08,31,25.1,21.5,26.48,2,3,2
2015-07-08,36,25.9,25.4,29.04,2,1,2
2015-07-09,31,32.3,23.7,31.49,2,3,2
2015-07-09,36,30.8,26.2,31.51,2,1,2
2015-07-09,25,23.8,22.4,26.2,2,3,2
2015-07-10,31,33.2,25.1,32.68,1,1,1
2015-07-10,33,31.6,23.5,31.01,2,3,2
2015-07-10,35,32.6,28.3,33.45,1,1,1
2015-07-10,36,31.7,28.0,33.25,2,1,1
2015-07-10,11,34.2,25.1,32.68,1,1,1
2015-07-10,34,32.2,26.8,32.76,2,1,1
2015-07-10,39,32.8,26.6,33.24,1,1,1
2015-07-10,25,31.3,26.0,32.19,2,1,1
2015-07-10,24,33.3,26.6,33.47,1,1,1
2015-07-10,38,32.0,25.9,31.83,2,1,2
2015-07-10,23,31.2,27.7,32.27,2,1,1
2015-07-11,31,35.3,25.4,33.76,1,1,1
2015-07-11,33,33.9,24.6,32.66,1,1,1
2015-07-11,22,31.6,25.4,31.86,1,1,1
2015-07-11,35,31.7,27.9,33.1,1,1,1
2015-07-11,37,31.9,25.7,32.35,2,1,1
2015-07-11,11,35.7,26.1,34.37,1,1,1
2015-07-11,34,32.5,27.6,33.48,1,1,1
2015-07-11,32,35.5,26.6,34.74,1,1,1
2015-07-11,25,32.3,26.7,33.02,1,1,1
2015-07-11,24,29.8,25.7,31.02,2,1,2
2015-07-11,23,32.0,27.9,32.94,2,1,1
2015-07-12,22,26.2,23.7,28.04,2,3,2
2015-07-12,11,28.0,24.4,29.34,2,3,2
2015-07-13,22,28.7,22.9,28.78,2,3,2
2015-07-13,39,32.3,24.6,31.49,2,3,2
2015-07-14,31,31.4,24.8,31.03,2,3,2
2015-07-14,22,31.9,23.7,31.2,2,3,2
2015-07-14,35,31.6,24.9,31.59,2,1,2
2015-07-14,37,33.2,24.4,32.18,1,3,1
2015-07-14,36,30.8,26.0,31.85,2,1,1
2015-07-14,11,30.8,23.8,30.69,2,3,2
2015-07-14,34,30.6,24.8,30.87,2,1,2
2015-07-14,39,29.2,24.3,30.07,2,3,2
2015-07-14,24,30.6,25.7,31.39,2,1,2
2015-07-14,38,32.4,25.4,31.99,1,1,1
2015-07-15,31,34.1,24.8,32.59,1,3,1
2015-07-15,33,31.5,23.2,30.41,2,3,2
2015-07-15,35,32.4,26.0,32.09,1,1,1
2015-07-15,37,32.2,24.6,31.79,2,3,2
2015-07-15,36,32.5,26.5,33.04,2,1,1
2015-07-15,11,33.8,24.0,32.18,1,3,1
2015-07-15,34,32.4,26.2,32.66,1,1,1
2015-07-15,25,32.8,25.4,32.58,1,1,1
2015-07-15,38,33.8,25.2,33.07,1,1,1
2015-07-15,23,31.4,28.1,33.05,2,1,1
2015-07-16,36,29.8,26.4,30.23,2,1,2
2015-07-16,34,29.6,22.9,29.6,2,3,2
2015-07-16,23,28.2,21.7,28.13,2,3,2
2015-07-17,36,28.2,25.0,30.01,2,1,2
2015-07-17,38,25.2,20.9,26.21,2,3,2
2015-07-18,31,28.2,22.2,27.59,2,3,2
2015-07-18,36,27.3,23.1,28.39,2,3,2
2015-07-18,11,27.3,22.1,27.83,2,3,2
2015-07-18,24,28.6,23.1,29.21,2,3,2
2015-07-18,38,29.6,23.8,30.05,2,3,2
2015-07-19,35,32.1,26.7,32.25,2,1,1
2015-07-19,37,31.1,23.9,30.99,2,3,2
2015-07-19,24,31.3,25.6,31.9,2,1,1
2015-07-20,31,30.8,25.9,31.37,2,1,2
2015-07-20,37,27.2,24.0,28.83,2,3,2
2015-07-20,11,30.3,25.3,31.09,2,1,2
2015-07-21,36,28.7,26.1,30.58,2,1,2
2015-07-21,11,29.5,25.3,30.74,2,1,2
2015-07-21,39,27.6,25.4,29.77,2,1,2
2015-07-21,32,31.8,26.4,32.6,2,1,1
2015-07-22,33,32.6,25.4,31.88,2,1,1
2015-07-22,35,30.4,27.8,32.37,2,1,1
2015-07-22,36,30.3,26.9,31.43,2,1,2
2015-07-22,39,28.0,25.6,30.19,2,1,2
2015-07-22,25,30.4,27.1,32.27,2,1,1
2015-07-22,23,29.3,28.1,32.01,2,1,1
2015-07-23,36,29.2,27.0,31.57,2,1,2
2015-07-23,32,32.2,27.8,32.74,2,1,1
2015-07-24,33,30.2,25.9,31.41,2,1,2
2015-07-24,37,31.1,26.9,32.31,2,1,1
2015-07-24,36,28.5,26.0,30.63,2,1,2
2015-07-25,37,33.6,26.2,33.18,1,1,1
2015-07-25,36,30.2,26.2,31.65,2,1,1
2015-07-25,11,26.4,25.2,28.72,2,1,2
2015-07-25,39,33.7,25.0,32.76,1,1,1
2015-07-25,32,30.3,26.5,31.43,2,1,2
2015-07-25,25,30.2,25.8,31.49,2,1,2
2015-07-25,24,30.3,25.6,31.43,2,1,2
2015-07-25,26,31.6,25.3,31.95,2,1,1
2015-07-25,38,32.4,26.3,32.85,2,1,1
2015-07-25,23,25.3,25.2,28.62,2,1,2
2015-07-26,31,31.9,25.9,32.42,2,1,1
2015-07-26,33,32.3,24.7,31.69,1,1,1
